text,category,label_id
Ith dislike cheytha 12k aalkar aaranenu parayandallo,Negative,3
Katta waiting for Stephen echayan 🤩🤩🤩. Odiyan mathiri akathe erunal mathiyayirunu,Positive,0
Wow mamagam is like Bahubali and Kayamkulam kochuni,not-malayalam,2
Unda ennu peru ketapole kaliyakiyanmarodu onne parayanullu...ee padam pwolikum,Positive,0
From Urumi to marakar ...i want to hit a “ parangii” now..,not-malayalam,2
BIG M'S ARE SETTING FIRE ON YOUTUBE,not-malayalam,2
Veendum veendum kanunna ore oru trailer Mamangam,Positive,0
Once a king is always a king.... Mammukka,not-malayalam,2
enii orikalum nii oru film um direct cheyalle poda V ASree kumari,Negative,3
Hatssoff Mammukka Ee Age lum Pride Of India,Positive,0
Mass +class = #lalettan Nalla katta kidu look...,Positive,0
Model schl makkal indel like adik model da,unknown_state,1
Bro ... ithaaan mass ... Raaja 🤣🤣🤪,Mixed_feelings,4
padam vere leval kandu ada oru figth,Positive,0
Polikum Avasanathe aa varavu ho Romancham ikka,Positive,0
Avasanthe Thalaivaa vili pinne aah Fight Hywaaahh Polichadukki,Positive,0
I am a lalettan fan,not-malayalam,2
Oru variety agotu feel cheyanila full mass item avum.. onnum kanand jayettan eragila,Mixed_feelings,4
LALETTAN UYIR ALL LALETAN BHAKTHANS HIT LIKE HERE,unknown_state,1
odiyante tholvikku sesham lalettante uyarthezunelpp love you laletta,Positive,0
Pwolicchh.kidiln editt kidu musc kidu cmra kidiln acttt andd kiduu drctr.,Positive,0
Avasanam kanicha kurache seconds scenes kande FDFS urappichavar aarokkee,Positive,0
pls 1nu movie kanu chirikkathaver chirikkum pattuna pani nokkuva ea70 vazhzsil pls prayathe bhamanikkunu,Negative,3
machaane ith polikkum......ittichante vaka oru sample vedikett maathram...ini theater pooraparambaakkkaan...ittichan oru varavukoodi varunnundenn paranjekkk......(ittimani),Positive,0
SKECH BGMNOD ENTHO SAMYAM ULLAPOLE.. ENNALUM KIDUVE...,Mixed_feelings,4
sunny chechi fans undel like adi,unknown_state,1
Laaleta...manjuchechi...super hit anutto ee fillm ...I like..odiyan...,Positive,0
ithre ullo mattavanmarude power 🤣🤣🤣 dislike dislike,unknown_state,1
Ikkka ika..... WaitiN mamanGam,Positive,0
Sho.... Naatil vechu padam kaanan pattilla ennu orkumbol....,Negative,3
Jn ettan fan aanu parayan ullath parayanamallo ikka polichu,Positive,0
Ikka fans mathralla like adikkanae nammal ettan fansum like adikkum pwoli trailer,Positive,0
Ithihasa nadanmaril ninnu ithu polathe movies aanu pratheekshikunnathu,Positive,0
E film chutiya kategi..faltu movie hoga pakka..,not-malayalam,2
Katta waiting..... Maamokkaaaa.... Lalettan fanaanellumm..... Mammokkayeyum ishtaaaannnuuu..... Luv u mammookkaa,Positive,0
Last aa adi... Ammo onnim parayaanilla,Positive,0
King ikkak 68 nta youth laak swa swagtam,Positive,0
Lalettanu mass kanikkan oru chaya glass thanne dharalam,Positive,0
Coment vayichitu film kanan trill adichu nilkunnavar undel like adiku matanmare,unknown_state,1
Madhura raja nalla cinema ano?? Plz reply,unknown_state,1
Uff ijaathi trailer.. adipoli #Mohanlalwood #Eeh onam nammakada makkale #ittichayan #Ettan,Positive,0
Padam hit laleetan fans like adi,Positive,0
TRAILER THEERALLE THEERALLE ENNU NOKKI KANDATH NJAN MATHRAM ANOO??,Positive,0
Uae yil ennu varum. ? Can't wait,unknown_state,1
0:54 when you see it Uff ikka,not-malayalam,2
NALLA KIDUKACHI TRAILER Haters dislike adikan odi vannallo,Negative,3
Ikka uyir Akka Athukkum mele waiting for akka with ikkasunny,Positive,0
Cinema pottiyathinnu shaesham kanunavar like adichae,unknown_state,1
Kurachu IDI iyum.. Kurachu Kasaba iyum...ula oru Comfo feel pole indu..,Mixed_feelings,4
Raju etta ningal pwoliya. + Lal etta ningal marana mass. Eth pwolikum. Vere level aanu,Positive,0
മോഹൻലാൽ ഫാനൊന്നുമല്ല. But Trailer soooper. രാജുവേട്ടന്റെ first padam hit aavatte katta waiting,Positive,0
Ninglu kuttam paranjooo... But music pwoli aanuu gopi annan mass,Positive,0
Padam kandathinr shesham trailer kaanaan vannavar ethraperund,unknown_state,1
Uffffff.. mammookkkaaaa.... love youuuu... massssss... katta waitingggg,Positive,0
Youtube stuck aayi Views koodunnilla aarelum shraddicho,unknown_state,1
UnniMukundan and Mamookka fans Like here,not-malayalam,2
Good will uplaod aakitum. Why view koravu?,unknown_state,1
Ikkayude mamakam malayalathinte abhimanam Ettan faninte support,Positive,0
Veendum Veendum kanunnavar Adi Like Ivide,unknown_state,1
mammangum trailer kandathinu shesham vannavarundel onn like adich poguu,unknown_state,1
Trailer oru rakshem illa polich aduki,Positive,0
KATTA WAITING FOR ODIYAN,not-malayalam,2
OOO Odiyan ??,unknown_state,1
Teaser kandappo cherthayittt sankadayi. But trailer kidu. Oru raksheeelya,Positive,0
I love you Mammookka Happy birthday to you,not-malayalam,2
25il kooduthal kandavarkk like adikkaanulla comment,unknown_state,1
2 Countriesinte second partinu kaathu nikkunnavarundo,unknown_state,1
Ippo madhuraraja teaser kanunne illalo youtubil,unknown_state,1
10il kooduthal thavanna trailer kandavar like adi,Positive,0
MAMMOOKA FANSINTE ELLA VIDHA ASHAMSAKALUM NERUNNU...,Positive,0
Ammachee.....kidu. ( mr.sree kumar menon ithokke nokki padikk.,Positive,0
2:09 godha film tune polle und ennu thonnunavar like,unknown_state,1
Unlike adichengilum mammookaye tholpikkumenn paranj kond pramukha fans,Negative,3
kaalame ini pirakkumoo ithpoloru vismayam Mamukka___,Positive,0
King manavalan fans like here #manavalan,unknown_state,1
Anganey avasaanam malayalathilum oru vedikkettu trailer irangi,Positive,0
entaponno njettichu pratheekshichathilum appuram rajakku pattia athirali thanne. trailerinte 2nd half kodoora maaaaaaassssss.,Positive,0
Ithu kollaam.... expectation onnukoodi koodi...,Positive,0
Lalettan . Lalettan fans ellarum like adikk. Enitt Pewdiepie kk subscribe cheyy,unknown_state,1
100 crore Box office gross collection നേടിയതറിഞ്ഞു വന്നവർ ഉണ്ടോ,Positive,0
Tiyaan & Kammara Sambhavam #Lucifer Lallettan Fance like Here,unknown_state,1
Movie kandu super movie anu nalla oru story undu,Positive,0
Raja serious aane rooombaa serious ith kidukkum🤞 Mammukka,Positive,0
Megastar Mammookka Waiting 4 Mamangam Nov 21,not-malayalam,2
Hit like if you are after Madhura Raja trailer??,not-malayalam,2
E pasdam kanaan katta waiting cheyyunnavar,Positive,0
Ikkaa ikkaaa ..ente chomanna jatty kandaa,unknown_state,1
Rajuettan kaiadikanulla dialogues ellam swantham ettanu koduthu lle...,Positive,0
Mohanlalinte ee cinema pottiyaal njan ellarkkum 1crore rupees kodukkum.................. kodikkendivarilla ennnaram...... because its MOHANLAL,Positive,0
Marana Mass Trailer........ Katta Waiting FOr DEC 20.. Pullu Giri,Positive,0
Any tamil mammoty fans? like here,not-malayalam,2
Tovino Thomas katta fans Like adiii..,unknown_state,1
veendum veendum kandu addict aayi poi,Positive,0
powlichu eth vere level movie ayirikum,Positive,0
I'm Tamil... Vijay Fan... I Like Mohanlal Sir Movies...,not-malayalam,2
Padam moonjalaanelum ippp trailer kandaalum romaanjam,Mixed_feelings,4
Lalettanoppam nilkkunna mattoru kadapathram athe indhrajithinteth ayirikkum.,unknown_state,1
Ente ponne iger pilichadukku lle,unknown_state,1
Storyum cinemayum polikkum along with mammookka,Positive,0
Trailer ishtapettavarkku ivide vannu like adichittu pokam,Positive,0
Dislikes illathe ituvare onnum hit aayittilla,unknown_state,1
Trailer polichu.... Ee trailerilum valutaanu cinema urappu.... Kaanum ennu urappullavar like cheyyu....,unknown_state,1
Pwolimpadam,Negative,3
Trailer kandpo thnne film poi kaanan thonnindu,Positive,0
#Stephen Nedumbally nte aalkkar ivde ndo ... #oru like koduthe,unknown_state,1
1:01 aaa shadow prithviraj alle? 🤔🤔🤔,unknown_state,1
lalettaa...yudham nanmayum nanmayum tammilalla... Tinmayum tinmayum tammil aanu..,unknown_state,1
Mamangam katta waiting... Trailer powlichu ikka oru rakshayum illa,Positive,0
Yanthiranil Rejini Annan robot aayi abhinayichu ennal robotinte koode abhinayicha asaadyapradhibha nammude swantham dhamu Aliyan,Positive,0
Muvattupuzha KL 17 machan maru Like,unknown_state,1
Oru 25-30 Million Views engillum ee trailerinu kittanam !,unknown_state,1
Lallettaaa polichhuu uff ejjaadi look trailer polichuu,Positive,0
Best wishes mammookka&team. Van vijayam aakkatte enn prathikkunnu,Positive,0
All the best laletta ithrem naalum kaliyiakiya naavu kondu parayuva all the BEST,Positive,0
D0P POLIYANE . CASTINGUM POLIYANE . LOCATIONSUM POLIYANE.,Positive,0
Classinu class maassinu mass ijjaathi item raaju ettan & mammookka,Positive,0
Jayettanu eduthal pongayha role aan...next idi,Positive,0
Mohal lal aa filmil thovinone kaanunne polum illaa...aa filmil mohanlalinde aniyanaanh...yendh aniyan...prrrrr...kaanunne poolum illaa,unknown_state,1
Mass pakka mass lalettaaa #poli,Positive,0
Like we get most liked Malayalam trailer Need 30k like,not-malayalam,2
Abraham Qureshi yanno udheshichee PWOLLICHU PWOLLICHU PWOLLICHU,unknown_state,1
Lalettan polichu Pani ariyanunna Mon thanna rajuvettan,Positive,0
enthokeyo evdakayo oru thakarar pole... ennalum kolaam...,Mixed_feelings,4
MADHURA pazhaya kochiyallennari \r yaam..pakshe RAJA pazhaya RAJA\r tanneaa.,unknown_state,1
Njan oru katta eettan fan aayirunnu pazhassiraja kandadode oru ikkaa fan aayi Abraham polich Ikkaaa polich Ikka bakthan,Positive,0
Pokkiri raja yil siddique inte kayi vettiyirunnu.. Ithil angane onnum thonnunilelo,unknown_state,1
Illa kaaryam mugath nokki parayum... nammakaarum bakshanam kond vannu eetil ethikanonnula... praayamaaya veetil irikanam allathe pattatha valli thoogaruth..,Negative,3
Aaa urumi scene akum ettavum kooduthal kayyadi nedunnath,Positive,0
Malayala cinemakke oru pudiya yuva nadanekkoode kittaan pookunnu. Waiting,Positive,0
trailar um padavum vere annello ethe ennaaa,Positive,0
Mammukka verum vishayam engneru eth enthonn chyuvanentho prayam koodum thorum glamour koodunundallo daivame,Negative,3
17 k views 100k like wow..,not-malayalam,2
Ithaanu njangalkk vendath...ippo oru pakka mass entertainer anivaryam... Realistic oke kandu kandu maduthu....marana waiting for kalkki,Positive,0
Triler kollam... but anu sithara.... kolamakum... seriel dialogu pole parayunnund anu sithara,Mixed_feelings,4
Ini yandokkee kananam sho yanikku vayyyaaa,unknown_state,1
Fight scene marana maasss repeat adich kanuva,Positive,0
Mudinja enga thalapathi yoda ethavathu oru trailer record muriyadinga parppom Mersal Sarkar Bigil 🤗,not-malayalam,2
Thakarthutto... Onnalla orupaadu kaaranangalaa... ith thakarkkum...,Positive,0
ikkante eazhrikath varilla ikkante varunnu kunjali marakkar WAITING IKKA POLIKKUM,Negative,3
Man oh man!! Goosebumps lal sir!!,not-malayalam,2
Mammookka luv,not-malayalam,2
Lalettaaa sahikkunnillaa waiting for you.... Stephen.....,Positive,0
Pinnne Bgm adipoli ikkayude nadatham koodi aavumbo parayandallo,Positive,0
. u Rockit Man. KASARAGOD,not-malayalam,2
Oru rekshayum illaa padam polichuuuu mass marana mass parayan vakkukal illaaaaaaaaa,Positive,0
innale 7 Mani muthal Kath Kath ninnu trailer nu vendi.....thakarppan trailer .... love you mammukkaaaaaa,Positive,0
Trending 1 just 5 hours,not-malayalam,2
Njagade lalettanum manju chechiyum kolamass jodi annu.,Positive,0
enthu oola trailer aanu ithu. poor dialogue delivery,Negative,3
Oru pandi comedy pandum pole unnd,Mixed_feelings,4
Kalki Kalakki Achayane innu Mannarkadinnu kande ollu...appo ithreyum pradheeshichilla,Positive,0
Yessss the Lion returnzzzzz...kattaa waitingggg ikkkaaaaa,Positive,0
New gen govt piller powliennulavar like,unknown_state,1
Hollywood level mass ithanu makkale trailer,Positive,0
Mass entertainment... oru rekshayum illa... pwoli...,Positive,0
ikkaaaaa jeevannn,Positive,0
Lucifer polichadakki kazhinchu enne thonunnavar like adikk makkale..,unknown_state,1
Mohanlal sir getup Viswasam Ajith sir getup,not-malayalam,2
17 k views 118 k like ??,unknown_state,1
Pazhashirajayude aduttonnum itu varilla.itu bahubalida copiyadi,Mixed_feelings,4
Thelunku nadan ..bhaala krishnayeyum... Thal nadan vijaya kaandhineyum ..naanipichu...mammuunny...,Negative,3
Swondham appane kandal adikunnavanmara ithinoke dislike adikunne. Adichondu avide irikathe ullu. Ivide ettanm pillerum stronga dbl strong,Negative,3
Repeat adichu kanunnavar ivide like അടിച്ചേ..,unknown_state,1
Njn epo 100 vattam kandu ningalo?,Positive,0
Look like a Hollywood movie ......,not-malayalam,2
Njanum oru ikka fan ann Pashe sambavam polichu,Positive,0
Look kandappol surajettan serios anenna thoniyath angeru polya pand behalam vechu comedy kanikkum ippo silentay kanikkum,Positive,0
Wow.. Trending no 1 ... Poduda visila..adra melathai,not-malayalam,2
Trail luciferinte athra illelum.... Padam heavy aaayirikum.....,Mixed_feelings,4
1.7 M views 167k like 17 k comment ⏰ 5:5AM,not-malayalam,2
E polippan trailerinokke dislike adichathu ethu keedangallannavo... kuru pottal ippazhe thundangi....,Negative,3
50 il Kooduthal Kandavarkku Like adikkam,unknown_state,1
Water mark onnum ilaatha print illee??,unknown_state,1
192K Views,Positive,0
Ufff ejjathi nte ponn ikka. MAMMOOKKA UYIR,Positive,0
MEGASTAR fans oru like adi,unknown_state,1
Enter perilum oru film..athum njn Canadel,unknown_state,1
Model School 🤩🤩🤩 Romanjam Trivandrum,Positive,0
Raja varunnu Maniyayi. Rajamani,Positive,0
Oru pucca classical ikka padam...vadakka veergatha orma vannu. ...,Positive,0
Viswasichu koode nilkkunnavare jeevan koduthum samrakshikkum.. ikkayude voice & dialogue uff orujathi odukkathe feel.. romanjam at peak,Positive,0
Coppy ful Best actor polinhju kuthupala Edukkum,Negative,3
Fight scenes muzhuvan hvy aayittind,Positive,0
Mammootty apol guest role ann alle,unknown_state,1
I like both Mammuka and Lalettan evenly🤗,not-malayalam,2
Ichyaaaa polich nanum indu ee moviel kalki 🤩,Positive,0
Lucifer 100 cr collection adikkumegil adi like,unknown_state,1
First one minute felt like Tamil Nadu politics.,not-malayalam,2
Trailer mass marana mass... Ini screen il... Padam kanan njnm undkum,Positive,0
Ikka fans like butten adich pottik,unknown_state,1
Poooi mekkele ayidiya kollam ketto... Thaneermethan theernu mekkele...,unknown_state,1
Doll inte bgm ishtappettavar like adikk,unknown_state,1
Trailer ennokke paranjal ithanu... ejjatji item,Positive,0
Galidh rahman. after anuraga karikkin vellam.,not-malayalam,2
1989 il vadakkan veeragadha theateril kanda nhan veendum oru epic cinema kaanan thayyaredukkunnu.. MT yude dialogukalkk pakaram vekkan onnumilla..,Mixed_feelings,4
Dado Girija,Mixed_feelings,4
Parayan thudangiya pande 30 varshathe karyam parayandi varum,unknown_state,1
Siddiqu is imitating ummer sir in 1:11,not-malayalam,2
IKKADE Aniyanmar pani tudangi makkale.... neerali 24 Dayz 23K like #Abtsntikl 14 Hours 43K lyk,unknown_state,1
Tamil fans like here !!,not-malayalam,2
Itu pwolikum..laletta..iru rakshayum illa trailel..pakka professionalism..ente Oru prarthana..ippravisham manju chechide mass dialogue onnum ondkalle..kanji edukutee pole..,Mixed_feelings,4
Tralier 20yil kudthall kandavarr hit like,unknown_state,1
Ente kuttikkalathu ente nattil undayirunnu ..odiyannnn,unknown_state,1
Appo 21 kanum Uff poli item,Positive,0
Unda enna perittappo parihasicha priyadarshanu kod urundaa,Negative,3
God marichu ene paranjit ole part karinje oru k.g.f feel thonni,Mixed_feelings,4
Thoopil Joppan poley ulla oru Item aavand irunnal mathi aarunnu🥺🥺🥺.,Mixed_feelings,4
oru charithra cinimakku venda 3 kariyangal illa,Negative,3
Pazhassi raja poloru padam pratheekshikkunnu. From unni-ikka combo,unknown_state,1
Maoist alla Maoistnte apanae varee nammal putikum all the best mammoka & unda movie team,Positive,0
id thakarkum kure idavelak shesham mammooka vs lalettan (mammoka fan),Positive,0
April 12 Again L.....,not-malayalam,2
Vishak sir 6.pm n trailer idu,unknown_state,1
Pooram kaanathe dislike adichavarkk #naduviral pranaamam,Negative,3
Mammookka fight ohh romam ezhunetu nililkkum,Positive,0
Katta waitingRaju eattan tovino lallettan,Positive,0
trailer review ellavarum kand nokku,unknown_state,1
machaa.......aa BGM ente manasill angottu keri polipolikukayaanu,Positive,0
Aarada dislike adikkane ethil entha kuzhappam,Negative,3
ഇവാൻ spycho aaadaaa Ente epono ijathi,Positive,0
Abhinayathinde manarisam thiricharinja mahanadana vaibhsvam mohanlal enna MALAYALIYUDE oru sokharya sambhavamanu ennum eppozhum All friends congratulation,Positive,0
Venanki 6:00 manik release cheyam ketto!,unknown_state,1
Lucifer trailer enne vandi wait chayunnavr like,unknown_state,1
Ith polikkum kanditt oru atom bombin vakayundd,Negative,3
Ethe pulimuruganta music aanallo full enthayalum mamookka polichu,Mixed_feelings,4
njan mammukka fan aan yennalum parayaa lalettan mathrame ithokke kazhiyu adheham oru loka nayakanan oru simham,Positive,0
Lalettan ishttam.. Rajuettan ishttam!! Murali Gopi's script,Positive,0
Nerathe irakkiya bomb kadha tanne.. atleast nedumudi venu te dialogue enkilum mati pidikamayirunnu....,Mixed_feelings,4
Tamil nadu fans like pannungei,not-malayalam,2
16 hours 2.5M views 261K Likes #lalettan,not-malayalam,2
Character eakadesham same Aaanallo Vyshakh sir,Mixed_feelings,4
ഹാങ്ങ്‌ ആയി 462k viewsil ninn neengunilla,unknown_state,1
Addddiiiiipolliiiii.....marana masss.....oru sakshem illa....lalettande kidu look.....🤩🤩,Positive,0
Like adi kandu maduthavar like adi,unknown_state,1
Stuck in an elevator.. atreulli katha🤣🤣,unknown_state,1
4million views 300k likes Record Breaker Ettan da,unknown_state,1
Oh...Iththakathallo. sankar ramakrishnanu dhairyamayi kunjalimarakkar directcheyyam,Positive,0
Mammooka fans vedipooram .. vanne .. Adi like makkale,unknown_state,1
( ( ( KIDILOSKI ) ) ) ),Positive,0
Ethu kandappol KGF orma vannathu enikku matram ano? ??,unknown_state,1
Puchivhavarkulla marupadi athum triple strongill ikka ishtam,Positive,0
Arelenkilum oru kuprasidha payyan ful move link undo,unknown_state,1
Like kand anthaaalichh vannavar adi like,unknown_state,1
Great to see Vivek Oberoi.,not-malayalam,2
Onnil koodutal tavana kandavar adi like,unknown_state,1
Linto kurian fans jayasurya nte career le super trailer,Positive,0
Fanism baadhicha Kore malaranmaar dislike adikkunnu...,Negative,3
Raajayum pillerum triple strong ennu teaseril. Prithvirajinte oru cameo manakkunnu.,Positive,0
Ikkante voice kelkumbo thanne romanjam.. bakki pinne parayannoo.... Ikka ningal vere level annu,Positive,0
Kidukkachi Ingane venam mass kaanikkaan allathe alari vilichaal mass aavilla,Positive,0
bgm kollam greater father ila villianila poola,Positive,0
Ikka ingalu polichu vere level,Positive,0
Aa traileril Nakul Thampiye shradhichath njn maathram aano ?? Mammookka ingal muthaan.Kann edukaane pattunnillaa.... #Mammukka ishttam,Positive,0
Jaikkanayi kacha kettiya erakkamm aann.... Kachakettiyirangia jaichee sheelamolluu.....,unknown_state,1
Ithu korre pullimurugan koppi adichathanalo swalpam ullupu undo Ennalum njn Kannan pokkum Karanam ente RS 100 kedakkate padathinu,Negative,3
Kalu odinja sidheeq veendum policayi,unknown_state,1
Trailor Looks sooo promising... shots and BGM looks like Pulimurugan 2. . We are waiting....,not-malayalam,2
Poi balalsangam chyum allenki petrol ozhichu kathikum....,unknown_state,1
mmmm athum theerumanam aaayi...,unknown_state,1
Eee പടം adhar ayirikum enthoke suspense ഒളിഞ്ഞു irikunu,Positive,0
LALETTAN fan Anu ennalum IKKA NiNGAL vere LEVEL,Positive,0
Telugu - Bahubali Tamil - 2.O Kannada - KGF Malayalam - #MAMANGAM,not-malayalam,2
polich ikkkkkkaaaaaaaaaa kola maaaaaaaaaaas marana maaaaaaaaaaaaas triple maaaaaaaaaaaaaaas,Positive,0
Ee cbse mammunji pellare etra muttiyalum goven ment schollela pellaruda adute atella,Negative,3
you tube ipolum hang anelo 🤔🤔🤔🤔🤔🤔 nale sheriakum,unknown_state,1
Dislike chydha appa illaathavanmmaar bloody fools,Negative,3
Live nalathupoleee umbichuuu koray net kalanjuuui,Negative,3
Vaan Trailer .... laleetta nigga Oru jinn Aanu kettoo.....mass voice,Positive,0
0:42 Grand Central mall.. Muvattupuzha,not-malayalam,2
Ee padam vijayikummennu orruppullavar adi oru like,Positive,0
Wow ejjathi item mammookaa. Ingalu puliylla puppuliyaa,Positive,0
Laleetanu ikka fansite Best of luck,Positive,0
ethra trolliyaaaalum eee trailer oru sambavaaayindee,Positive,0
Ithu kandit romancham vannar dha ivde oru like adiche,unknown_state,1
Ikka d e mass Singapore il release undo,unknown_state,1
Mammookka fans onnh like adicch po,unknown_state,1
Prime video pe hindi subtitles k sath dekh skte ho me dekh k btata hu kaise h,not-malayalam,2
Filim kandapol onnu koodi trailer kannanam ennu thonni...ettan mass ka bap,Positive,0
Comedy cheyan Oru prethaka kazhivu vennam athu surajinu ilaaa. Full chali aytaanu thonnanee,Negative,3
Mammoty and unnimukunthan yemma freak alle,unknown_state,1
Viswasam Pola irukkunu Adi poli congratulations,Positive,0
pirates of caribian Alle etu atanta angana,unknown_state,1
Veeendum veendum kaaanunthorum veendum kaanan thonuna lahari....,Positive,0
Happiee bappiee Ba day Mammookaa... luv u young legend..,not-malayalam,2
Oh enna kondu vayya I am katta waiting,Positive,0
release nalle....kanaan povvunnavar ...plzz like...palettan katta fans,unknown_state,1
Maduraraja enna comedy padam 300Kodi varum,Positive,0
Ikka L V U,Positive,0
Ineeem ineem poy kanan thonnuvaaa,Positive,0
Njn oru 8 thavanayengilum kanditundagum Sathyam athrakkum oru ishtapett poi trailer Tnx rajuveta,Positive,0
August 8 ee padam powder powdered avum yennu vecha podi podikkkunn i am writing kalki,Positive,0
Mammookka porichu...salim kumarinte comedy kalakki,Positive,0
Uyirr Ikka Luv u lot #HBD .....,unknown_state,1
Laletaaaaa🥺 Thanks raju etta for this,not-malayalam,2
Am Tamil but I love Malayalam movies...kumbalangi nights heroine,not-malayalam,2
HBD Mammookkaaa Forever His Fan Girl I am!! Muaaaahhhh,not-malayalam,2
Love frm kannada we need kannada dub,not-malayalam,2
Odiyanu shesham adhe jodi manju &lal,unknown_state,1
Njan oru lalettan fan allengilum trailer kandappo...ee film kalakkum orappa....mega super hit aagum....urappe..,Positive,0
Lalettan double role avan sathyathayundu,unknown_state,1
Iam from Karnataka. Trailer,not-malayalam,2
Madurai kaaran daaaaaa tamil fans,not-malayalam,2
gopi anna polichu bgm BIG B ku shesham veendum kidu,Positive,0
Mamankam Trailer Kandathinu shesham Lucifer Trailer kanan vannavar undo ?,unknown_state,1
I'm from Karnataka can't understand Malayalam but trailer was amazing,not-malayalam,2
Cinemayil Nalla oru content undd ennu manasilayi E padam hit aakum,Positive,0
Poliche...ithoru poli polikkum ...laletta ingalu muthaanu...,Positive,0
Lalettan polippichengil. Adik oru big like,not-malayalam,2
Ee Trailer 2.05 sec olluyegilum orupaadu scenes und,unknown_state,1
Njan oru lalettan fan alla but ee teaser orupadishtamayi,Positive,0
From 0:33 Mega mass... Megastar next Blockbuster,not-malayalam,2
I am Waiting,not-malayalam,2
katttttttttta wtng aadhyamaaayi dileepinte flm wtng aaanu njn.,Positive,0
Kidukkii mammukaaa kidukii odukathe mass bgm,Positive,0
Ente ponno pwoli super raju etta lalettan,Positive,0
pwolich.... onnum parayanillaaa.... katta waiting....... ikkaaa.........BGM oru rekshayum illaaa,Positive,0
Katta waiting 28 FDFS SON OF DEVIL,Positive,0
Adaaar adaaar adaaaar what a trailer it was damn,Positive,0
Mamangam Trailer Goosebumps guaranteed,not-malayalam,2
Thirakk koranjittu padathinu pokam ennanu vicharichath. But trailer kandath muthal FDFS sure,Positive,0
Laalettan fan aaan.. ennaalum ee padam Oru vijayam aakanam enn agrahikkunnavar like adiche,unknown_state,1
Nte ponnnikkkka ingal njgal fansin oru oyivum tharillley,Positive,0
Kitti njangalak njagade aa pazhaya lalettane thirichu kitti,Positive,0
4 M views aayonne nokkaan vannavar undo?? 🤔,unknown_state,1
Ithokke cheyyumpo mamookkakku,Positive,0
iyalith verthe parayuvaan puthumukha samvidhayakan aanenn,Positive,0
degrading illel manyamaayi odiyekkavinna movie anennu thonnunnu!!,Mixed_feelings,4
Ravle 7.30.k eneete pade repeat adich kanunnavark othukoodanulla sthalam,Positive,0
Triple strong aane makkale rajayum rajayude pillerum,Positive,0
thrissur aano oral must aaan aaarennu parayaaamoooo.....,unknown_state,1
Sunny chechiye Kannan vannavar Eveda onnu like adukku.,Positive,0
L for Lal.... L for Lucifer!!,not-malayalam,2
AGE is A just number pakka herooooo,Positive,0
I like madhura Raja trailer.so I make a version of Lionel Messi using Madura Raja trailer,not-malayalam,2
Kidukkachi ...katta waiting 4 Pooram....vijil polichu,Positive,0
August 8akan mutti nilkkunnatuu njan matramanoo??,unknown_state,1
Ithill vineeth sreenivasan aayirikkum negative role.. Nokkiko..,unknown_state,1
Love u lalettaaa ... prithviraj,Positive,0
ENTE PONNO ORU RAKSHAYUM ILLA KIDU BGM,Positive,0
2M oh god after 10 hour a go,not-malayalam,2
Rajayude mel Stefen vijayichenn karuthunnavar Like,unknown_state,1
Mohan Lal big fan Bangalore waiting srinivasa theatre s.g palya,not-malayalam,2
Trailer kidukki.but screen ratio kuranjath kond vallatha irritation thonnunnu,Mixed_feelings,4
Padam kandavarude pradhana preshanam endhennal... Veendum veendum padam kanan thonnum addicted! L,Positive,0
Mamangam keralathinte maathram charithramayi nilanilkenda onnalla.. ee dheerathayude kadha lokham muzhuvanum a ariyanam,Positive,0
E padam polikkum allee mammookkaa fans nammakullathaaanu e padam,Positive,0
1:58 ' Vaada ( വാടാ) Ho Goosebumps.....,unknown_state,1
Trailer kandittu dquntea Instagram post kandappo ..dqi vayazyapolea thonnanu ..mammukkaaa🥰🥰🥰🥰,unknown_state,1
Yaarupa ne indian no 1 mass actor,not-malayalam,2
last le aa idi ntammooo Range saanam,Positive,0
Prithviraj sukumaran fans come here,unknown_state,1
Koi hindi me bhi bol do,not-malayalam,2
Bb sure... katta ikka fan.. fdfs locked,Positive,0
polichu kidu bgm suspense niracha kidilan trailer,Positive,0
Ikkakk Happy birthday parayan vannavarr adikk makkale like,unknown_state,1
you guys dub in kannada we are kannadigas always support good movies,not-malayalam,2
Lalettan paranjakond vannu kandu istappettu like adichu pokunnu,Positive,0
Aduta 200 Cr club movie for lalattan,Positive,0
Huge support kanaum alla lalettan fanail ninum.,Positive,0
Die hard Mohanlal Sir Sir,not-malayalam,2
Kollam. Short film polend. Vere vallo panikkm po man,Negative,3
Inghakk prayam 68ann ?? Prayam verum akangall enn thelikunna nadana vismayam,unknown_state,1
Marana mass lalettan fan aanennu parayumbol abhimaanam..,Positive,0
Romanjifikation katta waiting lalletan fan dubaiiiiiii,Positive,0
Madhuramilatha raja ettadi mari ith item vereya LUCIFER,Negative,3
10 million ayannu nokkan vannavar arokke und ivide,unknown_state,1
#mamangam 2019 It will be an epic. Mammukka uyir,Positive,0
Happy happy happy happy birthday ikkaaaaa...clean entertainer loading,not-malayalam,2
10 l kudutal tavane kandavar arokke und,Positive,0
Bro full support rock man allel,Positive,0
Keep watching trending list 1il akkanam,unknown_state,1
Aaaro paranj cheyyipikunnadh pole rajuvettanokke riyalistikayit polichadukiya police veshangal kanumbol edh,Negative,3
Mammookka fans like ivde Adi makkale,unknown_state,1
Ith hang ano.. kure neram aayit views il change ilallo,unknown_state,1
Ente ponno our reksha illa ... Nammade ettan powlichu,Positive,0
